time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.4,0.175,0.15,0.0,0.0,0.0
1,0.875,0.35,0.275,0.0,0.15,0.15
2,1.4,0.6499999999999999,0.3375,0.0,0.35,0.35
3,1.825,0.9999999999999999,0.2375,0.0,0.4,0.4
4,2.35,1.2999999999999998,0.325,0.0,0.3,0.3
5,3.0250000000000004,1.5999999999999999,0.475,0.0,0.4,0.4
6,3.575,2.15,0.4,0.0,0.65,0.65
7,3.825,2.7,0.1125,0.0,0.55,0.55
8,4.4,2.9000000000000004,0.325,0.0,0.1,0.1
9,4.800000000000001,3.075,0.15,0.0,0.0,0.0
