time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.75,0.0,0.5,0.0,0.0,0.0
1,0.875,0.5,0.0,0.0,0.5,0.5
2,1.35,0.675,0.25,0.0,0.0,0.0
3,1.55,1.1,0.05,0.0,0.25,0.25
4,1.925,1.3250000000000002,0.15,0.0,0.05,0.05
5,2.2,1.6,0.05,0.0,0.15,0.15
6,2.45,1.925,0.05,0.0,0.05,0.05
7,2.8000000000000003,2.125,0.1,0.0,0.05,0.05
8,3.0000000000000004,2.475,0.0,0.0,0.1,0.1
9,3.3500000000000005,2.6750000000000003,0.1,0.0,0.0,0.0
