time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.25,0.25,0.0,0.0,0.0,0.0
1,0.5,0.5,0.0,0.0,0.0,0.0
2,0.75,0.75,0.0,0.0,0.0,0.0
3,1.0,1.0,0.0,0.0,0.0,0.0
4,1.3,1.225,0.05,0.0,0.0,0.0
5,1.5250000000000001,1.5250000000000001,0.0,0.05,0.05,0.05
6,1.8250000000000002,1.7500000000000002,0.05,0.0375,0.0,0.0
7,2.125,1.9750000000000003,0.05,0.025,0.05,0.05
8,2.4,2.2500000000000004,0.05,0.0625,0.05,0.05
9,2.65,2.5000000000000004,0.0,0.0625,0.0,0.0
