time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.75,0.75,0.5,0.0,1.0,1.0
1,1.5,1.5,0.5,0.0,1.0,1.0
2,2.275,2.2,0.5,0.0,1.0,1.0
3,3.025,2.95,0.5,0.0,1.0,1.0
4,3.8,3.6500000000000004,0.5,0.0,1.0,1.0
5,4.575,4.3500000000000005,0.5,0.0,1.0,1.0
6,5.3500000000000005,5.050000000000001,0.5,0.0,1.0,1.0
7,6.050000000000001,5.825000000000001,0.45,0.0,1.0,1.0
8,6.825000000000001,6.525000000000001,0.5,0.0,1.0,1.0
9,7.575000000000001,7.275000000000001,0.5,0.0,1.0,1.0
