time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.65,0.8,0.4,0.0,1.0,1.0
1,1.05,1.725,0.15,0.0,1.0,1.0
2,1.6,2.575,0.3,0.0,1.0,1.0
3,2.2,3.4000000000000004,0.35,0.0,1.0,1.0
4,2.725,4.15,0.3,0.0,1.0,1.0
5,3.2750000000000004,5.0,0.3,0.0,1.0,1.0
6,3.7250000000000005,5.9,0.2,0.0,1.0,1.0
7,4.325,6.7250000000000005,0.35,0.0,1.0,1.0
8,4.925,7.550000000000001,0.35,0.0,1.0,1.0
9,5.3999999999999995,8.325000000000001,0.25,0.0,1.0,1.0
