time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.775,0.7,0.5,0.0,1.0,1.0
1,1.525,1.45,0.5,0.0,1.0,1.0
2,2.2249999999999996,2.225,0.45,0.0,1.0,1.0
3,2.925,3.0,0.45,0.0,1.0,1.0
4,3.675,3.75,0.5,0.0,1.0,1.0
5,4.45,4.45,0.5,0.0,1.0,1.0
6,5.2,5.2,0.5,0.0,1.0,1.0
7,5.95,5.95,0.5,0.0,1.0,1.0
8,6.65,6.7250000000000005,0.45,0.0,1.0,1.0
9,7.4,7.4750000000000005,0.5,0.0,1.0,1.0
