time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.775,0.7,0.5,0.0,1.0,1.0
1,1.525,1.45,0.5,0.0,1.0,1.0
2,2.275,2.2,0.5,0.0,1.0,1.0
3,3.025,2.95,0.5,0.0,1.0,1.0
4,3.8,3.6500000000000004,0.5,0.0,1.0,1.0
5,4.5,4.425000000000001,0.45,0.0,1.0,1.0
6,5.25,5.175000000000001,0.5,0.0,1.0,1.0
7,6.0,5.925000000000001,0.5,0.0,1.0,1.0
8,6.75,6.675000000000001,0.5,0.0,1.0,1.0
9,7.45,7.450000000000001,0.45,0.0,1.0,1.0
