time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.3,0.3,0.075,0.075,0.0,0.0
1,0.625,0.525,0.075,0.0625,0.05,0.05
2,0.85,0.8500000000000001,0.0,0.125,0.05,0.05
3,1.1,1.1,0.0,0.1,0.0,0.0
4,1.425,1.3250000000000002,0.075,0.075,0.0,0.0
5,1.725,1.6250000000000002,0.0625,0.125,0.05,0.05
6,2.1,1.9000000000000004,0.1375,0.1625,0.05,0.05
7,2.475,2.1750000000000003,0.125,0.15,0.1,0.1
8,2.825,2.5250000000000004,0.1375,0.2,0.1,0.1
9,3.075,2.7750000000000004,0.0,0.2,0.0,0.0
