time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.325,0.225,0.075,0.0,0.0,0.0
1,0.575,0.475,0.0,0.0,0.05,0.05
2,0.825,0.725,0.0,0.0,0.0,0.0
3,1.05,1.05,0.0,0.0,0.0,0.0
4,1.375,1.2750000000000001,0.075,0.0,0.0,0.0
5,1.625,1.5250000000000001,0.0,0.0,0.05,0.05
6,2.025,1.725,0.15,0.0,0.0,0.0
7,2.25,2.0500000000000003,0.0,0.0,0.1,0.1
8,2.5,2.3000000000000003,0.0,0.0,0.0,0.0
9,2.725,2.6250000000000004,0.0,0.0,0.0,0.0
