time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.95,0.15,0.75,0.0,0.0,0.0
1,1.9,0.3,0.625,0.0,0.5,0.5
2,2.8,0.6,0.625,0.0,0.5,0.5
3,3.675,0.975,0.625,0.0,0.5,0.5
4,4.6,1.2,0.625,0.0,0.5,0.5
5,5.475,1.575,0.625,0.0,0.5,0.5
6,6.324999999999999,2.025,0.625,0.0,0.5,0.5
7,7.074999999999999,2.575,0.5625,0.0,0.5,0.5
8,7.8999999999999995,3.1,0.6375,0.0,0.45,0.45
9,8.825,3.125,0.675,0.0,0.0,0.0
