time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.75,0.15,0.525,0.0,0.0,0.0
1,1.15,0.55,0.1875,0.0,0.35,0.35
2,1.875,0.775,0.5,0.0,0.15,0.15
3,2.125,1.425,0.1375,0.0,0.35,0.35
4,2.875,1.575,0.5,0.0,0.1,0.1
5,3.425,1.9249999999999998,0.3375,0.0,0.35,0.35
6,4.1,2.0999999999999996,0.4125,0.0,0.25,0.25
7,4.625,2.5249999999999995,0.35,0.0,0.3,0.3
8,5.275,2.7749999999999995,0.425,0.0,0.25,0.25
9,5.875,2.9749999999999996,0.375,0.0,0.0,0.0
