time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.4,0.2,0.15,0.0,0.0,0.0
1,1.0750000000000002,0.375,0.425,0.0,0.1,0.1
2,1.6500000000000001,0.65,0.3375,0.0,0.3,0.3
3,2.2,1.0,0.3375,0.0,0.25,0.25
4,3.075,1.175,0.6125,0.0,0.25,0.25
5,3.5,1.7000000000000002,0.25,0.0,0.45,0.45
6,4.0,2.0,0.275,0.0,0.2,0.2
7,4.575,2.275,0.35,0.0,0.2,0.2
8,5.175,2.475,0.325,0.0,0.25,0.25
9,5.425,2.725,0.0,0.0,0.0,0.0
