time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.25,0.25,0.0,0.0,0.0,0.0
1,0.5,0.5,0.0,0.0,0.0,0.0
2,0.75,0.75,0.0,0.0,0.0,0.0
3,1.0,1.0,0.0,0.0,0.0,0.0
4,1.325,1.225,0.075,0.0,0.0,0.0
5,1.6,1.6,0.075,0.0,0.05,0.05
6,1.8250000000000002,1.925,0.0,0.0,0.05,0.05
7,2.0500000000000003,2.25,0.0,0.0,0.0,0.0
8,2.3000000000000003,2.5,0.0,0.0,0.0,0.0
9,2.5000000000000004,2.9,0.0,0.0,0.0,0.0
