time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,1.0,0.0,0.75,0.0,0.0,0.0
1,1.9,0.3,0.625,0.0,0.5,0.5
2,2.775,0.675,0.625,0.0,0.5,0.5
3,3.65,1.05,0.625,0.0,0.5,0.5
4,4.575,1.2750000000000001,0.625,0.0,0.5,0.5
5,5.3,1.7000000000000002,0.5,0.0,0.5,0.5
6,6.2,2.0,0.65,0.0,0.4,0.4
7,7.025,2.525,0.625,0.0,0.5,0.5
8,7.9,2.9,0.625,0.0,0.5,0.5
9,8.9,2.9,0.75,0.0,0.0,0.0
