time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,0.25,0.25,0.0,0.0,0.0,0.0
1,0.5,0.5,0.0,0.0,0.0,0.0
2,0.75,0.75,0.0,0.0,0.0,0.0
3,1.0,1.0,0.0,0.0,0.0,0.0
4,1.225,1.325,0.0,0.0,0.0,0.0
5,1.475,1.575,0.0,0.0,0.0,0.0
6,1.8,1.8,0.075,0.0,0.0,0.0
7,2.1,2.1,0.075,0.0,0.05,0.05
8,2.325,2.4250000000000003,0.0,0.0,0.05,0.05
9,2.575,2.6750000000000003,0.0,0.0,0.0,0.0
