time,reward_1,reward_2,epsilon_1,epsilon_2,cooperation_1,cooperation_2
0,1.0,0.0,0.75,0.0,0.0,0.0
1,1.1,0.7,0.0,0.0,0.5,0.5
2,1.8,0.7999999999999999,0.45,0.0,0.0,0.0
3,1.95,1.35,0.0,0.0,0.3,0.3
4,2.5,1.5,0.3,0.0,0.0,0.0
5,2.675,1.975,0.0,0.0,0.2,0.2
6,3.15,2.15,0.225,0.0,0.0,0.0
7,3.35,2.55,0.0,0.0,0.15,0.15
8,3.825,2.7249999999999996,0.225,0.0,0.0,0.0
9,4.075,2.9749999999999996,0.0,0.0,0.0,0.0
